sample_id,spot_id,spotify_link,clip_start,psytech,oldschool-hardstyle,bouncy,tekno,warzone,industrial,non-techno-drop
2U7BVOCaavPm94aEyPEyw6_0182,2U7BVOCaavPm94aEyPEyw6,https://open.spotify.com/track/2U7BVOCaavPm94aEyPEyw6?si=100d9291e84c4d9c,1:32,0,0,0,0,0,1,0
2U7BVOCaavPm94aEyPEyw6_0183,2U7BVOCaavPm94aEyPEyw6,,1:42,0,0,0,0,0,1,0
2U7BVOCaavPm94aEyPEyw6_0184,2U7BVOCaavPm94aEyPEyw6,,3:21,0,0,0,0,0,1,0
2U7BVOCaavPm94aEyPEyw6_0185,2U7BVOCaavPm94aEyPEyw6,,3:33,0,0,0,0,0,1,0
78caY2380YY6y4EYW5xx1m_0186,78caY2380YY6y4EYW5xx1m,https://open.spotify.com/track/78caY2380YY6y4EYW5xx1m?si=8e8a5c53a997443d,0:47,0,0,0,0,1,0,0
78caY2380YY6y4EYW5xx1m_0187,78caY2380YY6y4EYW5xx1m,,0:57,0,0,0,0,1,0,0
78caY2380YY6y4EYW5xx1m_0188,78caY2380YY6y4EYW5xx1m,,1:53,0,0,0,0,1,0,0
0VSGObpEfAjvm1QVh1oZnZ_0189,0VSGObpEfAjvm1QVh1oZnZ,https://open.spotify.com/track/0VSGObpEfAjvm1QVh1oZnZ?si=4fcd79c6939c48ff,1:16,0,0,0,0,0,1,0
0VSGObpEfAjvm1QVh1oZnZ_0190,0VSGObpEfAjvm1QVh1oZnZ,,1:30,0,0,0,0,0,1,0
0VSGObpEfAjvm1QVh1oZnZ_0191,0VSGObpEfAjvm1QVh1oZnZ,,2:13,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0192,3xyBlqKf2LguVQirOd7Fyl,https://open.spotify.com/track/3xyBlqKf2LguVQirOd7Fyl?si=12afb157f0964519,1:35,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0193,3xyBlqKf2LguVQirOd7Fyl,,1:45,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0194,3xyBlqKf2LguVQirOd7Fyl,,2:00,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0195,3xyBlqKf2LguVQirOd7Fyl,,2:10,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0196,3xyBlqKf2LguVQirOd7Fyl,,3:05,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0197,3xyBlqKf2LguVQirOd7Fyl,,3:12,0,0,0,0,0,1,0
3xyBlqKf2LguVQirOd7Fyl_0198,3xyBlqKf2LguVQirOd7Fyl,,3:25,0,0,0,0,0,1,0
2Pez7KtISF7kzB2jdxfrfi_0199,2Pez7KtISF7kzB2jdxfrfi,https://open.spotify.com/track/2Pez7KtISF7kzB2jdxfrfi?si=5fbe8bbd35f74e9b,0:22,0,0,0,0,0,0,1
2Pez7KtISF7kzB2jdxfrfi_0200,2Pez7KtISF7kzB2jdxfrfi,,0:37,0,0,0,0,0,1,0
2Pez7KtISF7kzB2jdxfrfi_0201,2Pez7KtISF7kzB2jdxfrfi,,0:51,0,0,0,0,0,1,0
2Pez7KtISF7kzB2jdxfrfi_0202,2Pez7KtISF7kzB2jdxfrfi,,1:19,0,0,0,0,0,1,0
6bjeho9bH7HpQRDuJiH8bj_0203,6bjeho9bH7HpQRDuJiH8bj,https://open.spotify.com/track/6bjeho9bH7HpQRDuJiH8bj?si=6caa38ea1749411f,0:15,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0204,6bjeho9bH7HpQRDuJiH8bj,,0:25,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0205,6bjeho9bH7HpQRDuJiH8bj,,0:40,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0206,6bjeho9bH7HpQRDuJiH8bj,,1:00,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0207,6bjeho9bH7HpQRDuJiH8bj,,1:05,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0208,6bjeho9bH7HpQRDuJiH8bj,,1:16,0,1,0,0,0,0,0
6bjeho9bH7HpQRDuJiH8bj_0209,6bjeho9bH7HpQRDuJiH8bj,,1:26,0,1,0,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0210,3CdW8qNnxEtnn3yy3SkHFb,https://open.spotify.com/track/3CdW8qNnxEtnn3yy3SkHFb?si=4a19dc1ae2734323,0:01,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0211,3CdW8qNnxEtnn3yy3SkHFb,,0:11,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0212,3CdW8qNnxEtnn3yy3SkHFb,,1:02,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0213,3CdW8qNnxEtnn3yy3SkHFb,,1:12,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0214,3CdW8qNnxEtnn3yy3SkHFb,,1:26,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0215,3CdW8qNnxEtnn3yy3SkHFb,,1:36,0,0,1,0,0,0,0
3CdW8qNnxEtnn3yy3SkHFb_0216,3CdW8qNnxEtnn3yy3SkHFb,,2:02,0,0,1,0,0,0,0
5bad0bmasmpiK5EdAQDXrG_0217,5bad0bmasmpiK5EdAQDXrG,https://open.spotify.com/track/5bad0bmasmpiK5EdAQDXrG?si=cccba3b4ff8440cb,1:02,0,0,1,0,0,0,0
5bad0bmasmpiK5EdAQDXrG_0218,5bad0bmasmpiK5EdAQDXrG,,1:12,0,0,1,0,0,0,0
5bad0bmasmpiK5EdAQDXrG_0219,5bad0bmasmpiK5EdAQDXrG,,1:26,0,0,1,0,0,0,0
5bad0bmasmpiK5EdAQDXrG_0220,5bad0bmasmpiK5EdAQDXrG,,2:34,0,0,1,0,0,0,0
4k8YQNEVYcVIa6O57E3ygJ_0221,4k8YQNEVYcVIa6O57E3ygJ,https://open.spotify.com/track/4k8YQNEVYcVIa6O57E3ygJ?si=bf475691af2d4ed5,0:20,0,0,1,0,0,0,0
4k8YQNEVYcVIa6O57E3ygJ_0222,4k8YQNEVYcVIa6O57E3ygJ,,0:41,0,0,1,0,0,0,0
4k8YQNEVYcVIa6O57E3ygJ_0223,4k8YQNEVYcVIa6O57E3ygJ,,1:28,0,0,1,0,0,0,0
4k8YQNEVYcVIa6O57E3ygJ_0224,4k8YQNEVYcVIa6O57E3ygJ,,1:38,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0225,0NFacjE85XXtAIRfY3MRRI,https://open.spotify.com/track/0NFacjE85XXtAIRfY3MRRI?si=cbc1082fdf89464a,0:20,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0226,0NFacjE85XXtAIRfY3MRRI,,1:00,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0227,0NFacjE85XXtAIRfY3MRRI,,1:10,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0228,0NFacjE85XXtAIRfY3MRRI,,1:35,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0229,0NFacjE85XXtAIRfY3MRRI,,2:12,0,0,1,0,0,0,0
0NFacjE85XXtAIRfY3MRRI_0230,0NFacjE85XXtAIRfY3MRRI,,2:23,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0231,2sFlh6vt8U5TN3rTBFxRBl,https://open.spotify.com/track/2sFlh6vt8U5TN3rTBFxRBl?si=24759c797b3a4e2d,0:50,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0232,2sFlh6vt8U5TN3rTBFxRBl,,1:01,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0233,2sFlh6vt8U5TN3rTBFxRBl,,1:11,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0234,2sFlh6vt8U5TN3rTBFxRBl,,1:39,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0235,2sFlh6vt8U5TN3rTBFxRBl,,1:50,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0236,2sFlh6vt8U5TN3rTBFxRBl,,3:10,0,0,1,0,0,0,0
2sFlh6vt8U5TN3rTBFxRBl_0237,2sFlh6vt8U5TN3rTBFxRBl,,3:20,0,0,1,0,0,0,0
7oHdGobTs66dcu7lA4TEWd_0238,7oHdGobTs66dcu7lA4TEWd,https://open.spotify.com/track/7oHdGobTs66dcu7lA4TEWd?si=682d8096e865453b,0:40,0,0,1,0,0,0,0
7oHdGobTs66dcu7lA4TEWd_0239,7oHdGobTs66dcu7lA4TEWd,,0:05,0,0,1,0,0,0,0
7oHdGobTs66dcu7lA4TEWd_0240,7oHdGobTs66dcu7lA4TEWd,,0:15,0,0,1,0,0,0,0
7oHdGobTs66dcu7lA4TEWd_0241,7oHdGobTs66dcu7lA4TEWd,,0:52,0,0,1,0,0,0,0
6kg78dl6TVJeyqHlFcYN2x_0242,6kg78dl6TVJeyqHlFcYN2x,https://open.spotify.com/track/6kg78dl6TVJeyqHlFcYN2x?si=946d0adae7f349dd,2:20,0,1,0,0,0,0,0
6kg78dl6TVJeyqHlFcYN2x_0243,6kg78dl6TVJeyqHlFcYN2x,,2:30,0,1,0,0,0,0,0
6kg78dl6TVJeyqHlFcYN2x_0244,6kg78dl6TVJeyqHlFcYN2x,,1:21,1,0,0,0,0,0,0
6kg78dl6TVJeyqHlFcYN2x_0245,6kg78dl6TVJeyqHlFcYN2x,,1:31,1,0,0,0,0,0,0
0laRo4S9Ymbskden30Fj3Q_0246,0laRo4S9Ymbskden30Fj3Q,https://open.spotify.com/track/0laRo4S9Ymbskden30Fj3Q?si=319577ec61e1491c,1:50,0,0,1,0,0,0,0
0laRo4S9Ymbskden30Fj3Q_0247,0laRo4S9Ymbskden30Fj3Q,,3:26,0,0,1,0,0,0,0
0laRo4S9Ymbskden30Fj3Q_0248,0laRo4S9Ymbskden30Fj3Q,,3:36,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0249,3tg2s9xIwtFS4ULvlz4gtg,https://open.spotify.com/track/3tg2s9xIwtFS4ULvlz4gtg?si=1fdd5cf30b6741cc,0:15,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0250,3tg2s9xIwtFS4ULvlz4gtg,,0:38,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0251,3tg2s9xIwtFS4ULvlz4gtg,,0:48,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0252,3tg2s9xIwtFS4ULvlz4gtg,,0:58,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0253,3tg2s9xIwtFS4ULvlz4gtg,,2:17,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0254,3tg2s9xIwtFS4ULvlz4gtg,,2:27,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0255,3tg2s9xIwtFS4ULvlz4gtg,,2:37,0,0,1,0,0,0,0
3tg2s9xIwtFS4ULvlz4gtg_0256,3tg2s9xIwtFS4ULvlz4gtg,,2:47,0,0,1,0,0,0,0
0ZevGUyZbIqu50KoxhJBpJ_0257,0ZevGUyZbIqu50KoxhJBpJ,https://open.spotify.com/track/0ZevGUyZbIqu50KoxhJBpJ?si=625ee18bc8694d96,0:42,0,1,0,0,0,0,0
0ZevGUyZbIqu50KoxhJBpJ_0258,0ZevGUyZbIqu50KoxhJBpJ,,0:52,0,1,0,0,0,0,0
0ZevGUyZbIqu50KoxhJBpJ_0259,0ZevGUyZbIqu50KoxhJBpJ,,1:02,0,1,0,0,0,0,0
0ZevGUyZbIqu50KoxhJBpJ_0260,0ZevGUyZbIqu50KoxhJBpJ,,1:12,0,1,0,0,0,0,0
0ZevGUyZbIqu50KoxhJBpJ_0261,0ZevGUyZbIqu50KoxhJBpJ,,1:42,0,1,0,0,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0262,0PYX7X0wTBT5WvKzNCWtk2,https://open.spotify.com/track/0PYX7X0wTBT5WvKzNCWtk2?si=935359c09db34748,0:24,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0263,0PYX7X0wTBT5WvKzNCWtk2,,0:34,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0264,0PYX7X0wTBT5WvKzNCWtk2,,0:44,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0265,0PYX7X0wTBT5WvKzNCWtk2,,1:21,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0266,0PYX7X0wTBT5WvKzNCWtk2,,1:31,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0267,0PYX7X0wTBT5WvKzNCWtk2,,1:41,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0268,0PYX7X0wTBT5WvKzNCWtk2,,2:20,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0269,0PYX7X0wTBT5WvKzNCWtk2,,2:30,0,0,0,1,0,0,0
0PYX7X0wTBT5WvKzNCWtk2_0270,0PYX7X0wTBT5WvKzNCWtk2,,2:40,0,0,0,1,0,0,0
3METanqjj23WcjlVPLtSMw_0271,3METanqjj23WcjlVPLtSMw,https://open.spotify.com/track/3METanqjj23WcjlVPLtSMw?si=1aebf7b8e6874377,0:50,0,0,1,0,0,0,0
3METanqjj23WcjlVPLtSMw_0272,3METanqjj23WcjlVPLtSMw,,1:16,0,0,1,0,0,0,0
3METanqjj23WcjlVPLtSMw_0273,3METanqjj23WcjlVPLtSMw,,1:26,0,0,1,0,0,0,0
3METanqjj23WcjlVPLtSMw_0274,3METanqjj23WcjlVPLtSMw,,2:36,0,0,1,0,0,0,0
3METanqjj23WcjlVPLtSMw_0275,3METanqjj23WcjlVPLtSMw,,2:47,0,0,1,0,0,0,0
2yH4jt8a8HlgH4TFhiE53r_0276,2yH4jt8a8HlgH4TFhiE53r,https://open.spotify.com/track/2yH4jt8a8HlgH4TFhiE53r?si=af6c9e9b04a2455b,0:39,0,0,1,0,0,0,0
2yH4jt8a8HlgH4TFhiE53r_0277,2yH4jt8a8HlgH4TFhiE53r,,0:49,0,0,1,0,0,0,0
2yH4jt8a8HlgH4TFhiE53r_0278,2yH4jt8a8HlgH4TFhiE53r,,1:36,0,0,1,0,0,0,0
2euMPTgq6JzoC26MMSChvW_0279,2euMPTgq6JzoC26MMSChvW,https://open.spotify.com/track/2euMPTgq6JzoC26MMSChvW?si=b84d5bef83194051,1:18,0,0,1,0,0,0,0
2euMPTgq6JzoC26MMSChvW_0280,2euMPTgq6JzoC26MMSChvW,,1:28,0,0,1,0,0,0,0
2euMPTgq6JzoC26MMSChvW_0281,2euMPTgq6JzoC26MMSChvW,,2:13,0,0,1,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0282,6Hcm7xs5k4VJupADnlXydb,https://open.spotify.com/track/6Hcm7xs5k4VJupADnlXydb?si=2beb44350bda496d,0:27,0,0,1,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0283,6Hcm7xs5k4VJupADnlXydb,,0:37,0,0,1,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0284,6Hcm7xs5k4VJupADnlXydb,,1:17,0,0,1,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0285,6Hcm7xs5k4VJupADnlXydb,,1:27,0,0,1,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0286,6Hcm7xs5k4VJupADnlXydb,,3:52,1,0,0,0,0,0,0
6Hcm7xs5k4VJupADnlXydb_0287,6Hcm7xs5k4VJupADnlXydb,,4:02,0,0,1,0,0,0,0
4KydxwxPpZGxrdb1wzUilj_0288,4KydxwxPpZGxrdb1wzUilj,https://open.spotify.com/track/4KydxwxPpZGxrdb1wzUilj?si=702081717e704888,2:53,0,1,0,0,0,0,0
4KydxwxPpZGxrdb1wzUilj_0289,4KydxwxPpZGxrdb1wzUilj,,3:22,0,1,0,0,0,0,0
4KydxwxPpZGxrdb1wzUilj_0290,4KydxwxPpZGxrdb1wzUilj,,3:03,0,1,0,0,0,0,0
4L6Yea8uk4rzIpVBEMN2am_0291,4L6Yea8uk4rzIpVBEMN2am,https://open.spotify.com/track/4L6Yea8uk4rzIpVBEMN2am?si=d0dd045cad16474b,0:56,0,1,0,0,0,0,0
4L6Yea8uk4rzIpVBEMN2am_0292,4L6Yea8uk4rzIpVBEMN2am,,2:02,0,1,0,0,0,0,0
4L6Yea8uk4rzIpVBEMN2am_0293,4L6Yea8uk4rzIpVBEMN2am,,2:12,0,1,0,0,0,0,0
4L6Yea8uk4rzIpVBEMN2am_0294,4L6Yea8uk4rzIpVBEMN2am,,2:22,0,1,0,0,0,0,0
4L6Yea8uk4rzIpVBEMN2am_0295,4L6Yea8uk4rzIpVBEMN2am,,2:32,0,1,0,0,0,0,0
4wobkmDH2DEWyyRc2B3XtO_0296,4wobkmDH2DEWyyRc2B3XtO,https://open.spotify.com/track/4wobkmDH2DEWyyRc2B3XtO?si=sDEMDj1RSYCdbLnO3bDcXw,0:28,0,0,0,0,0,1,0
4wobkmDH2DEWyyRc2B3XtO_0297,4wobkmDH2DEWyyRc2B3XtO,,0:41,0,0,0,0,0,1,0
4wobkmDH2DEWyyRc2B3XtO_0298,4wobkmDH2DEWyyRc2B3XtO,,0:51,0,0,0,0,0,1,0
4wobkmDH2DEWyyRc2B3XtO_0299,4wobkmDH2DEWyyRc2B3XtO,,1:30,0,0,0,0,0,1,0
4wobkmDH2DEWyyRc2B3XtO_0300,4wobkmDH2DEWyyRc2B3XtO,,1:40,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0301,1Us05wo3E39SJqG5Lp9oqR,https://open.spotify.com/track/1Us05wo3E39SJqG5Lp9oqR?si=uTEiiYZIToWZS2M-EBAblA,1:35,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0302,1Us05wo3E39SJqG5Lp9oqR,,1:45,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0303,1Us05wo3E39SJqG5Lp9oqR,,1:55,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0304,1Us05wo3E39SJqG5Lp9oqR,,2:05,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0305,1Us05wo3E39SJqG5Lp9oqR,,2:22,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0306,1Us05wo3E39SJqG5Lp9oqR,,2:32,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0307,1Us05wo3E39SJqG5Lp9oqR,,3:13,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0308,1Us05wo3E39SJqG5Lp9oqR,,3:42,0,0,0,0,0,1,0
1Us05wo3E39SJqG5Lp9oqR_0309,1Us05wo3E39SJqG5Lp9oqR,,3:57,0,0,0,0,0,1,0
5rh9yOddLqLY9FyMNlujZL_0310,5rh9yOddLqLY9FyMNlujZL,https://open.spotify.com/track/5rh9yOddLqLY9FyMNlujZL?si=2Kw6DMbLRcafEjsmHmKdZQ,0:44,0,0,0,0,0,1,0
5rh9yOddLqLY9FyMNlujZL_0311,5rh9yOddLqLY9FyMNlujZL,,0:54,0,0,0,0,0,1,0
5rh9yOddLqLY9FyMNlujZL_0312,5rh9yOddLqLY9FyMNlujZL,,1:55,0,0,0,0,0,1,0
5rh9yOddLqLY9FyMNlujZL_0313,5rh9yOddLqLY9FyMNlujZL,,2:05,0,0,0,0,0,1,0
3goSbgarWmG2KMjMwjlNCq_0314,3goSbgarWmG2KMjMwjlNCq,https://open.spotify.com/track/3goSbgarWmG2KMjMwjlNCq?si=l38eR0XOTmy94tJvCPMhtQ,0:13,0,0,0,0,1,0,0
3goSbgarWmG2KMjMwjlNCq_0315,3goSbgarWmG2KMjMwjlNCq,,0:23,0,0,0,0,1,0,0
3goSbgarWmG2KMjMwjlNCq_0316,3goSbgarWmG2KMjMwjlNCq,,0:44,0,0,0,0,1,0,0
3goSbgarWmG2KMjMwjlNCq_0317,3goSbgarWmG2KMjMwjlNCq,,0:55,0,0,0,0,1,0,0
5oplb28lkORdtdlJVNfsuG_0318,5oplb28lkORdtdlJVNfsuG,https://open.spotify.com/track/5oplb28lkORdtdlJVNfsuG?si=dCi8FY7AQZeV43MaAhxhmw,1:30,0,0,0,1,0,0,0
5oplb28lkORdtdlJVNfsuG_0319,5oplb28lkORdtdlJVNfsuG,,1:40,0,0,0,1,0,0,0
5oplb28lkORdtdlJVNfsuG_0320,5oplb28lkORdtdlJVNfsuG,,1:50,0,0,0,1,0,0,0
5oplb28lkORdtdlJVNfsuG_0321,5oplb28lkORdtdlJVNfsuG,,2:00,0,0,0,1,0,0,0
5oplb28lkORdtdlJVNfsuG_0322,5oplb28lkORdtdlJVNfsuG,,3:14,0,0,0,0,0,1,0
5oplb28lkORdtdlJVNfsuG_0323,5oplb28lkORdtdlJVNfsuG,,3:24,0,0,0,0,0,1,0
5oplb28lkORdtdlJVNfsuG_0324,5oplb28lkORdtdlJVNfsuG,,4:06,1,0,0,0,0,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0325,6kKb4Wj6EYzAZpVgUcU0AO,https://open.spotify.com/track/6kKb4Wj6EYzAZpVgUcU0AO?si=ppwNZPHTQT6eF8H-hYtfXw,1:16,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0326,6kKb4Wj6EYzAZpVgUcU0AO,,1:26,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0327,6kKb4Wj6EYzAZpVgUcU0AO,,1:36,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0328,6kKb4Wj6EYzAZpVgUcU0AO,,2:11,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0329,6kKb4Wj6EYzAZpVgUcU0AO,,2:22,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0330,6kKb4Wj6EYzAZpVgUcU0AO,,3:13,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0331,6kKb4Wj6EYzAZpVgUcU0AO,,3:23,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0332,6kKb4Wj6EYzAZpVgUcU0AO,,3:33,0,0,0,0,1,0,0
6kKb4Wj6EYzAZpVgUcU0AO_0333,6kKb4Wj6EYzAZpVgUcU0AO,,3:56,0,0,0,0,1,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0334,66Qlfa1Yiwn9ZPLUBWO6mS,https://open.spotify.com/track/66Qlfa1Yiwn9ZPLUBWO6mS?si=bcfcad5173df4c57,2:30,0,1,0,0,0,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0335,66Qlfa1Yiwn9ZPLUBWO6mS,,2:40,0,1,0,0,0,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0336,66Qlfa1Yiwn9ZPLUBWO6mS,,2:50,0,1,0,0,0,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0337,66Qlfa1Yiwn9ZPLUBWO6mS,,3:00,0,1,0,0,0,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0338,66Qlfa1Yiwn9ZPLUBWO6mS,,3:10,0,1,0,0,0,0,0
66Qlfa1Yiwn9ZPLUBWO6mS_0339,66Qlfa1Yiwn9ZPLUBWO6mS,,3:20,0,1,0,0,0,0,0
6Cqo0qJSJlKinxjuflSr9H_0340,6Cqo0qJSJlKinxjuflSr9H,https://open.spotify.com/track/6Cqo0qJSJlKinxjuflSr9H?si=c739de1f6af64e1b,0:49,0,1,0,0,0,0,0
6Cqo0qJSJlKinxjuflSr9H_0341,6Cqo0qJSJlKinxjuflSr9H,,1:39,0,1,0,0,0,0,0
6Cqo0qJSJlKinxjuflSr9H_0342,6Cqo0qJSJlKinxjuflSr9H,,1:49,0,1,0,0,0,0,0
3jE4iNiJHSoGvzaVlyhpUF_0343,3jE4iNiJHSoGvzaVlyhpUF,https://open.spotify.com/track/3jE4iNiJHSoGvzaVlyhpUF?si=f9f49e880c99441c,1:44,1,0,0,0,0,0,0
3jE4iNiJHSoGvzaVlyhpUF_0344,3jE4iNiJHSoGvzaVlyhpUF,,1:54,1,0,0,0,0,0,0
3jE4iNiJHSoGvzaVlyhpUF_0345,3jE4iNiJHSoGvzaVlyhpUF,,2:04,1,0,0,0,0,0,0
5qa0Vd1RbFfryPALhL1d3x_0346,5qa0Vd1RbFfryPALhL1d3x,https://open.spotify.com/track/5qa0Vd1RbFfryPALhL1d3x?si=b06c6795fe5c4936,0:26,0,1,0,0,0,0,0
5qa0Vd1RbFfryPALhL1d3x_0347,5qa0Vd1RbFfryPALhL1d3x,,0:36,0,1,0,0,0,0,0
5qa0Vd1RbFfryPALhL1d3x_0348,5qa0Vd1RbFfryPALhL1d3x,,0:46,0,1,0,0,0,0,0
5qa0Vd1RbFfryPALhL1d3x_0349,5qa0Vd1RbFfryPALhL1d3x,,1:34,0,1,0,0,0,0,0
5qa0Vd1RbFfryPALhL1d3x_0350,5qa0Vd1RbFfryPALhL1d3x,,1:05,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0351,5EiohoCxbWCOyN1oq8PD2e,https://open.spotify.com/track/5EiohoCxbWCOyN1oq8PD2e?si=24d67a15d7fc455f,1:19,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0352,5EiohoCxbWCOyN1oq8PD2e,,1:29,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0353,5EiohoCxbWCOyN1oq8PD2e,,1:45,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0354,5EiohoCxbWCOyN1oq8PD2e,,1:55,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0355,5EiohoCxbWCOyN1oq8PD2e,,2:05,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0356,5EiohoCxbWCOyN1oq8PD2e,,2:15,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0357,5EiohoCxbWCOyN1oq8PD2e,,2:30,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0358,5EiohoCxbWCOyN1oq8PD2e,,2:40,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0359,5EiohoCxbWCOyN1oq8PD2e,,2:50,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0360,5EiohoCxbWCOyN1oq8PD2e,,3:20,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0361,5EiohoCxbWCOyN1oq8PD2e,,3:30,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0362,5EiohoCxbWCOyN1oq8PD2e,,3:40,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0363,5EiohoCxbWCOyN1oq8PD2e,,3:50,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0364,5EiohoCxbWCOyN1oq8PD2e,,6:15,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0365,5EiohoCxbWCOyN1oq8PD2e,,6:25,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0366,5EiohoCxbWCOyN1oq8PD2e,,6:35,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0367,5EiohoCxbWCOyN1oq8PD2e,,6:45,0,1,0,0,0,0,0
